sku,precio,categorias,nombre,descripcion,medidas,imagenes_url
PS28385-GL 23901,$1.97 ,Bolígrafos,LAAX,"Bolígrafo de plástico con tinta de gel, tapa sólida y clip de plástico.",1 x 14.5 cm  ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28386-ECO T 70,$57.47 ,Termos,ECO MELT,"Termo de RPET con doble pared, tapa enroscable hecha a base de agave y con válvula de seguridad.",21.8 x 7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28389-CP 106,$39.66 ,Neceser,NAT,Neceser para viaje de poliuretano con 1 compartimento y cierre.,6.5 x 15.5 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28390-BL 200,$6.00 ,Bolsas,SYR,Porta botella ecológica laminada con asas de non woven termoselladas.,33 x 11.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28381-ECO T 216,$16.78 ,Cilindros,ECO PAI,"Cilindro de RPET con tapa enroscable hecha a base de madera, asa y boquilla que cierra a presión. (El envío de este material se hace por separado de base y tapas derivado a los cambios de altura si se traslada a otros lugares de la República).",23.3 x 8.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28382-BL 254,$157.13 ,Mochilas,SACK,"Mochila con 3 compartimentos, 1 compartimento principal 2 compartimentos frontales, 2 mallas laterales, respaldo, tirantes acolchaos y asa superior.",44 x 30.5 x 13 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28384-BL 255,$82.13 ,Bolsas,SATCH,"Bolsa de hombro con 1 compartimento principal, 1 compartimento frontal de malla, 1 compartimento lateral y correa ajustable con broche de seguridad.",23.5 x 25 x 10.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28373-BP 23157,$2.06 ,Bolígrafos,PANJI,"Bolígrafo de wheat straw con barril de cartón, clip y mecanismo de click.",1 x 14 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28374-CP 101,$7.87 ,Salud,YAK,Pastillero de plástico con broche y 10 compartimentos internos.,6.4 x 9.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28376-CP 103,$60.56 ,Neceser,BARNIE,"Neceser de viaje con plástico transparente, cierre y fuelle.",12.5 x 21 x 6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28366-BL 230,$51.75 ,Cangurera,OWENS,Cangurera con 1 compartimento principal y correa ajustable.,14.3 x 27.5 x 8.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28370-CP 099,$89.44 ,Belleza,SNOW,Espejo facial con luz led de 3 niveles con sistema touch y desmontable. Incluye cable de carga.,26.6 x 17.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28371-ECO T 176,$37.69 ,Termos,ECO COUPE,Termo de RPET de doble pared con tapa hehca a base de caña que cierra a presión.,17.5 x 8.8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28360-BL 238,$77.06 ,Bolsas,DARO,Bolsa de yute laminado de 1 compartimento y asas.,44 x 36 x 12 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28354-HO 148,$72.38 ,Prensa,WAND,Cafetera de cristal con infusor de acero inoxidable con tapa y asa de plástico.,13 x 13.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28355-BL 203,$58.41 ,Automóvil,PLIE,"Organizador plegable de non woven para auto con 3 compartimentos internos, 2 externos y 2 agarraderas.",32 x 32.5 x 54 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28356-HO 142,$73.97 ,Tazas,MENTA,Taza de cerámica con acabado mate y base de madera.,10.8 x 8.8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28357-BL 210,$174.66 ,Morrales,DEPO,"Morral de poliéster con 1 compartimento principal, 1 compartimento frontal, 1 compartimento trasero, bolsas laterales, zapatera y correas ajustables.",45 x 40 x 16 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28358-BL 242,$34.87 ,Bolsas,PAK,Bolsa de algodón cosida y con asa de pecho.,32 x 35 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28347-BL 244,$74.72 ,Bolsas,TAJ,Bolsa de yute laminado con asas de bambú y asas de tela.,42.5 x 38 x 15 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28348-ECO T 131,$16.78 ,Cilindros,ECO SPARK,Cilindro de RPET con tapa enroscable hecha a base de caña. (El envío de este material se hace por separado de base y tapas derivado a los cambios de altura si se traslada a otros lugares de la República).,22 x 6.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28349-BL 237,$53.25 ,Bolsas,JAISA,Bolsa de algodón cosida con yute en la parte inferior y asas.,36 x 43 x 13.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28350-GL 23169,$9.00 ,Bolígrafos,LIOZ,"Bolígrafo de plástico acabado rubber, tinta de gel y goma touchs creen. Incluye tapa con clip y espacio que sirve como soporte para celular.",1.3 x 15.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28351-BL 219,$296.81 ,Mochilas,GALLE,"Mochila con 1 compartimento principal con porta laptop, 1 compartimento secundario, 1 bolsa frontal de broche, 2 bolsas laterales con elástico, carry on y asa superior.",44 x 31.4 x 13 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28341-BL 235,$46.69 ,Bolsas,RAN,Bolsa de yute laminado con un compartimento y asas de algodón.,27 x 36 x 15 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28342-ECO T 87,$12.38 ,Vasos,ECO ROCK,Vaso de RPET con tapa hecha a base de cebada y popote.,14.2 x 9.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28345-BP 23035,$8.34 ,Bolígrafos,LOIRA,"Bolígrafo de wheat straw con barril de corcho, clip y 4 tintas.",1.3 x 14.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28346-HO 153,$156.47 ,Cocina,BRETT,Set de 4 tablas de madera con base metalica.,21.9 x 13.9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28336-BL 247,$19.88 ,Bolsas,DABBA,Mini bolsa de algodón cosida con asas.,19.5 x 23.5 x 11 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28337-BL 232,$44.34 ,Bolsas,TIKA,"Bolsa de yute laminado con 1 compartimento principal con botón para cierre, 1 frontal de algodón con velcro y asas.",25 x 31 x 13 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28339-HO 139,$70.59 ,Tazas,NORI,Taza de cerámica con acabado mate y asa rectangular.,9.9 x 8.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28329-HO 150,$142.22 ,Cocina,JIM,"Contenedor de alimentos de plástico con 4 compartimentos, con doble tapa, 4 broches de seguridad y mini recipiente. Incluye cuchara, tenedor y cuchillo.",12.2 x 18.2 x 8.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28330-ECO T 134,$18.09 ,Cilindros,ECO DEXTER,Cilindro de RPET con tapa enroscable hecha a base de agave. (El envío de este material se hace por separado de base y tapas derivado a los cambios de altura si se traslada a otros lugares de la República).,30 x 7.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28331-BL 211,$241.78 ,Bolsas,CHAP,"Carrito portátil para supermercado con 2 ruedas, agarradera de plástico y 1 bolsa de poliéster desmontable con 2 compartimentos.",53.5 x 36.5 x 19 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28321-CP 093,$60.19 ,Neceser,LILI,"Cosmetiquera de plástico con parte superior transparente, costuras en color rosa, cierre y doble asa.",17 x 25.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28323-ECO T 173,$10.50 ,Vasos,ECO SIRENA,Vaso hecho a base de agave de una pared con tapa a presión.,16 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28324-BL 222,$198.47 ,Mochilas,BHAK,"Mochila de 1 compartimento con porta laptop, organizador interior, entrada lateral de batería portátil, 1 bolsa frontal con cierre, tirantes acolchados y asa metálica superior.",40.3 x 29.4 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28325-BL 206,$188.25 ,Maletas,KIGALI,"Maleta plegable de 1 compartimento, 3 bolsas internas, 1 bolsa frontal, 1 bolsa trasera, banda carry on, base con cierre expansivo y doble asa superior.",30.1 x 39.5 x 20.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28327-BL 209,$165.19 ,Bolsas,MAD,"Bolsa de hombro con 2 compartimentos, 1 compartimento principal con bolsa interna y entrada lateral de batería portátil, 1 compartimento frontal, doble correa ajustable, broche de seguridad y asa superior.",28.5 x 20.7 x 8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28311-SO 138,$305.25 ,Audio,LEVINE,"Bocina bluetooth portátil con acabado rubber, puerto micro SD, auxiliar, USB, audífonos y cable de carga tipo C.",3 x 9.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28312-HO 168,$123.56 ,Cocina,FETA,"Tabla de quesos rectangualr con mango, 1 tenedor y 1 cuchillo de pala.",25 x 22 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28313-HR 049,$207.00 ,Herramientas,TITU,"Martillo multiusos que contiene: pinzas, navaja, 2 sierras y 1 destapador con destornillador. Incluye funda.",15 x 7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28319-BL 229,$57.37 ,Cangurera,COE,"Cangurera con 1 compartimento principal, 1 compartimento frontal , correa ajustable y broche de seguridad.",10.2 x 34.5 x 5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28320-HO 137,$77.06 ,Tazas,SABO,Taza con doble pared interior de acero inoxidable y exterior de plástico con asa.,10 x 8.6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28305-LE 042,$28.97 ,Libretas,SOI,"Libreta ecológica con espiral, 5 tiras de banderas adheribles, bolígrafo y 70 hojas de raya.",17.5 x 13.8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28306-O 122,$83.34 ,Tech,PANKHA,Mini ventilador ajustable con 2 velocidades y batería recargable.,14 x 11.6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28307-PM 17,$117.56 ,Paraguas,GRAU,Paraguas reversible manual de 8 gajos dobles y mango de plástico con sujeta bolsas.,79.5 x 123.7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28308-LE 054,$182.16 ,Sets Oficina,CAPO,"Set ejecutivo que incluye: 1 libreta tipo carpeta con cierre magnético, 1 llavero metálico con correa, 1 pluma de metal con mecanismo retráctil y un tarjetero.",22 x 24.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28310-SB 22,$86.16 ,Cilindros,SUNJA,Cilindro de acero inoxidable sublimable con boquilla y tapa enroscable. Incluye gancho metálico.,23.7 x 7.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28295-O 121,$55.50 ,Libretas,JOYCE,"Libreta de poliuretano con 124 hojas de raya, bolígrafo y separador de hojas.",21 x 15.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28302-HR 048,$307.78 ,Herramientas,CAR,"Set de herramientas en estuche de plástico con broche de seguridad, lámpara LED flexible, mecanismo touch y 3 niveles de luz, funciona con 3 baterías AA, contiene; 1 desarmador con 10 puntas intercambiables, 4 dados, 1 juego de llaves allen, 1 flexómetro, 1 cutter y 2 desarmadores de precisión. Incluye baterías.",17.6 x 15.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28303-HO 170,$120.28 ,Cocina,TAFEL,Tabla de madera para cocina con mango.,35 x 15 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28289-SO 139,$280.59 ,Audio,MADDEN,"Bocina bluetooth portátil con luz LED intercambiable, entrada USB, micro SD, auxiliar y FM. Incluye cable de carga tipo C.",7.5 x 22 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28291-LON 048,$85.69 ,Loncheras,JOU,"Lonchera de poliéster con interior metalizado, doble cierre, correa ajustable y detalle de corcho en la parte inferior.",14.7 x 22.5 x 17 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28292-HO 162,$131.63 ,Bar,FAROLITO,Licorera de 5 oz. con centro transparente y tapa enroscable.,10.4 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28294-LON 051,$147.56 ,Hieleras,BURN,"Hielera con interior impermeable, doble cierre, 1 bolsa frontal, 2 mallas laterales y doble asa.",19 x 28 x 19 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28283-SO 136,$216.28 ,Audio,SANZ,"Bocina bluetooth portátil acabado rubber con radio FM, correa sujetadora y cable de carga tipo C.",11 x 11 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28284-O 116,$36.47 ,Oficina,ZEN,Organizador de plástico para escritorio con 3 niveles y orificio para plumas.,9 x 10 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28287-O 114,$72.00 ,Libretas,AUSTEN,"Libreta de curpiel con 96 hojas de raya, separador y broche magnético.",21.2 x 14.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28288-LE 053,$18.00 ,Oficina,DAUN,Tabla de madera sujeta papel con clip de metal tamaño carta.,34 x 24 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28317-HO 141,$65.81 ,Tazas,MIEL,Taza y plato de cerámica con acabado mate.,12.4 x 12.4 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28276-SO 131,$53.62 ,Llaveros,BURU,"Cable multi USB 3 en 1 con luz y aro para llaves, incluye: 1 cable USB, 1 cable lightning y 1 cable tipo C.",6 x 1.6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28277-O 123,$49.03 ,Oficina,ORGANZO,Lapicero de metal con base de bambú que incluye ranura para porta celular.,9.5 x 8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28278-HO 163,$89.44 ,Cocina,CURRY,"Contenedor de alimentos de plástico con 2 niveles, 1 parte superior con 3 compartimentos y 1 mini recipiente, 1 parte inferior onda, cierre hermetico con 4 broches de seguridad y compartimento para cubiertos.",8.3 x 17 x 17 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28279-HO 176,$90.09 ,Bar,PORSO,Set de 4 porta vasos circulares con base rectangular elaborados con bambú.,0 x 9.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28270-O 119,$63.09 ,Libretas,CAMUS,"Libreta de poliuretano con 136 hojas de raya, separador y broche magnético.",21 x 14.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28272-LE 043,$18.66 ,Libretas,LORE,"Mini libreta ecológica con espiral, 5 tiras de banderas adheribles, bolígrafo y 70 hojas de raya.",13 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28274-SO 134,$203.72 ,Audio,NATALIA,"Bocina bluetooth portátil con 7 colores de luces LED, entrada para auxiliar, TF, USB, radio FM y micrófono para contestador de llamadas.",8.5 x 11 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28265-O 120,$32.91 ,Libretas,ARQUI,Libreta de poliuretano con 86 hojas de raya y separador.,17.5 x 9.8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28268-HO 165,$120.37 ,Cocina,TOBY,"Contenedor de alimentos de silicón, con 2 compartimentos plegables , tapa con cierre hermetico y utensilio 2 en 1.",14.6 x 20.9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28260-HR 050,$261.28 ,Herramientas,TINK,"Set de herramientas en estuche de plástico con doble broche que contiene: pinzas, cúter, tijeras, martillo, flexómetro, 1 juego de llaves allen, 4 desarmadores de precisión, 1 adaptador para dados y 1 desarmador con 20 puntas intercambiables.",17.4 x 31.5 x 5.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28261-LE 040,$10.50 ,Oficina,TEMPEL,Block de notas adhesivas con 5 banderas adhesivas.,10.5 x 8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28263-SB 21,$159.94 ,Termos,KAZ,"Termo sublimable con doble pared de acero inoxidable, insulado al vacío, popote metalico y tapa enroscable.",18.4 x 9.8 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28254-HO 172,$39.66 ,Decoración,MERA,Vela con olor a gardenia con envase de vidrio y acabado mate.,4.4 x 7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28255-O 124,$34.31 ,Sets Oficina,MAO,"Set ejecutivo: Incluye llavero metálico, tarjetero, bolígrafo y estuche de regalo.",6.9 x 14 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28258-HO 164,$133.50 ,Bar,WINE,Copa de vino de acero inoxidable de una capa.,17.8 x 7 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28259-LE 052,$33.00 ,Libretas,FRED,Libreta ecológica de pasta gruesa y espiral en la parte superior que incluye 12 colores y 50 hojas blancas.,20.5 x 14.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28249-LON 047,$250.69 ,Loncheras,KIRK,"Lonchera con 2 compartimentos, 1 compartimento principal con doble cierre, 1 compartimento secundario en la parte inferior, 1 bolsa frontal, 2 bolsas laterales con broche de velcro, destapador, 1 bolsa de malla con velcro en la parte posterior, tirantes ajustables y 2 asas con broche de velcro.",36 x 24.5 x 16.2 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28250-LE 046,$18.66 ,Libretas,JUN,"Mini libreta ecológica con espiral, purpurina, bolígrafo y 70 hojas de raya.",13.5 x 9 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28251-MK 048,$26.16 ,Llaveros,YALO,"Llavero con diseño en forma de corazón, luz roja y aro reforzado. Incluye 3 baterías AG1.",3.1 x 3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28242-MK 049,$19.13 ,Llaveros,NODO,Llavero metálico circular con correa desmontable. Incluye caja.,2.5 x 2.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28247-HO 167,$95.53 ,Cocina,MOZARELLA,Tabla de quesos rectangular con espacio para 1 cuchillo tipo avión.,29.7 x 18 x 1.3 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28237-LON 050,$137.44 ,Loncheras,TOYI,"Lonchera de interior térmico con bolsa de malla en el interior, 1 bolsa frontal con cierre y dos asas reforzadas con botón.",20 x 28 x 19 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28238-LON 052,$100.88 ,Loncheras,TOTO,"Lonchera con interior térmico de doble cierre, correa ajustable y asa superior.",18.5 x 23.2 x 14 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28239-LE 055,$43.31 ,Oficina,NOT,Estuche ecológico rígido en forma de casa que contiene block de notas y banderas adhesivas de colores.,9.2 x 10 x 10 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28229-LE 050,$6.66 ,Oficina,BUK,"Separador ecológico con banderas, notas adheribles y regla de 13 cm impresa.",21.5 x 6 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28231-HO 166,$139.78 ,Cocina,PICANHA,"Delantal con dos bolsas frontales, 1 etiqueta frontal y correas ajustables.",76.5 x 68 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28234-HO 159,$63.00 ,Bar,MACALLAN,Licorera de 7oz. con acabado de madera y tapa enroscable sujeta al cuerpo.,10.8 x 9.5 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS28225-LE 039,$76.31 ,Libretas,TEJO,"Libreta de bambú con banda elástica, separador y 96 hojas de raya.",20.7 x 13.4 cm ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
